GENE	Log_Ratio_2992_1	Log_Ratio_2992_2	Log_Ratio_2992_3	Log_Ratio_2992_4	Log_Ratio_2992_5	Log_Ratio_2992_6	Log_Ratio_2992_7	Log_Ratio_2992_8	Log_Ratio_2992_9	Log_Ratio_2992_10	Log_Ratio_2992_11	Log_Ratio_2992_12	Log_Ratio_2997_1	Log_Ratio_2997_2	Log_Ratio_2997_3	Log_Ratio_2997_4	Log_Ratio_2997_5	Log_Ratio_2997_6	Log_Ratio_2997_7	Log_Ratio_2997_8	Log_Ratio_2997_9	Log_Ratio_2997_10	Log_Ratio_2998_1	Log_Ratio_2998_2	Log_Ratio_2998_3	Log_Ratio_2998_4	Log_Ratio_2998_5	Log_Ratio_2998_6	Log_Ratio_2998_7	Log_Ratio_2998_8	Log_Ratio_2998_9	Log_Ratio_2998_10	Log_Ratio_2998_11	Log_Ratio_2998_12	Log_Ratio_2998_13	Log_Ratio_2998_14	Log_Ratio_2998_15	Log_Ratio_2998_16	Log_Ratio_2998_17	Log_Ratio_2998_18	Log_Ratio_2998_19	Log_Ratio_2998_20	Log_Ratio_2998_21	Log_Ratio_2998_22	Log_Ratio_2998_23	Log_Ratio_2998_24	Log_Ratio_2998_25	Log_Ratio_2998_26	Log_Ratio_2998_27	Log_Ratio_2998_28	Log_Ratio_2998_29	Log_Ratio_2998_30	Log_Ratio_2998_31	Log_Ratio_2998_32	Log_Ratio_2998_33	Log_Ratio_2998_34	Log_Ratio_2998_35	Log_Ratio_2998_36	Log_Ratio_2998_37	Log_Ratio_2998_38	Log_Ratio_2998_39	Log_Ratio_2998_40	Log_Ratio_2998_41	Log_Ratio_2998_42	Log_Ratio_2998_43	Log_Ratio_2998_44	Log_Ratio_2998_45	Log_Ratio_2998_46	Log_Ratio_2998_47	Log_Ratio_2998_48	Log_Ratio_2998_49	Log_Ratio_2998_50	Log_Ratio_2998_51	Log_Ratio_2998_52	Log_Ratio_2998_53	Log_Ratio_2998_54	Log_Ratio_2998_55	Log_Ratio_2998_56	Log_Ratio_7475_1	Log_Ratio_7475_2	Log_Ratio_7475_3	Log_Ratio_7475_4	Log_Ratio_7475_5	Log_Ratio_7475_6	Log_Ratio_7475_7	Log_Ratio_7475_8	Log_Ratio_7475_9	Log_Ratio_7475_10	Log_Ratio_7475_11	Log_Ratio_7475_12	Log_Ratio_7475_13	Log_Ratio_7475_14	Log_Ratio_7475_15	Log_Ratio_7475_16	Log_Ratio_7475_17	Log_Ratio_7475_18	Log_Ratio_7475_19	Log_Ratio_7475_20	Log_Ratio_7475_21	Log_Ratio_7475_22	Log_Ratio_7475_23	Log_Ratio_7475_24	Log_Ratio_7475_25	Log_Ratio_7475_26	Log_Ratio_7475_27	Log_Ratio_7475_28	Log_Ratio_7475_29	Log_Ratio_7475_30	Log_Ratio_7475_31	Log_Ratio_7475_32	Log_Ratio_7475_33
CAC1158	-1.272784	-1.489416	-1.066816	-0.859752	-0.922064	-1.130613	-2.096549	-1.530558	0.372413	0.173300	-0.315741	-0.360253	-0.827687	-0.830520	-0.884854	-0.800107	-0.860651	-0.878017	-1.017632	-0.789843	-1.050671	-0.751250	0.497334	0.037937	0.266211	0.035425	-0.120031	0.025026	-0.541347	-0.139143	1.236891	0.480784	0.999068	2.320255	0.000000	-0.702059	-0.487600	-0.834318	-1.429724	0.043878	0.459966	0.928368	0.679636	0.326627	0.107529	1.291332	0.155108	-0.441079	-1.479777	-1.091443	-1.328319	-0.136144	-0.677568	-0.154190	-1.257116	-0.892034	-0.515111	-0.517013	-0.078278	-0.420226	0.996004	-1.643161	1.476851	0.696527	2.406377	2.111450	2.474896	1.890476	1.477578	2.634974	2.000734	2.440056	2.752647	1.187606	1.092083	0.466518	1.018567	0.020902	-0.680062	-0.659431	-0.687128	-0.202278	-0.142395	-0.287237	-0.143296	-0.879489	-0.814106	0.385894	0.517165	0.653746	0.315086	0.061322	0.677772	-0.455300	0.088651	0.010204	0.644616	0.416684	0.374771	0.068197	-0.108354	0.465043	-0.001110	0.068988	-0.313050	-0.398158	0.220803	0.228220	0.143651	0.172017	0.366333
CAC1159	-0.955264	-0.637625	-1.239754	-0.844551	-0.839643	-0.710934	-1.521773	-0.908364	0.631028	0.321150	-0.097726	0.276046	-0.708344	-0.683545	-0.583475	-0.676572	-0.347139	-0.496002	-0.633715	-0.529809	-0.690825	-0.540903	1.517603	-0.149086	0.360934	1.541257	1.411839	0.712775	0.987114	0.773670	1.769853	1.891394	2.807367	4.608630	-0.147618	1.807156	-0.560094	-0.697512	-0.072881	-0.192992	1.316448	-0.356740	1.003923	0.322204	0.216055	-0.110004	0.571914	-0.905225	-0.770732	-2.577694	-1.096050	-1.509009	-1.163810	-1.386102	-0.183042	-1.123662	-0.967742	-0.405656	-0.424774	-0.518317	-0.722372	0.114786	-0.577895	2.044979	1.086134	0.015202	-0.457615	-1.256105	-2.882403	-0.256863	0.084651	0.936555	0.000000	0.540195	0.221701	0.131564	1.088848	0.321724	0.235611	0.787684	0.534862	0.489631	0.711679	0.637132	0.387948	0.708843	0.599878	0.545326	0.377760	-0.048190	-0.146567	0.028058	0.351196	-0.212595	0.074275	0.062730	0.630999	0.584128	0.306815	0.082070	1.052863	1.579859	-0.581842	-0.117218	-0.473889	-0.473494	0.173079	-0.000998	0.480142	-0.106775	0.360974
CAC1160	-1.538662	-0.784058	-0.934559	-0.965412	-0.933909	-0.991914	-1.382294	-1.635054	-0.897979	0.863586	-0.264084	-1.602802	0.078344	0.000000	-0.017177	-0.085495	-0.164711	0.038216	-0.101018	0.028659	-0.314095	0.029592	-1.073450	-1.193524	-0.099255	-1.502194	-1.287238	-1.185523	-0.321410	-0.084349	-1.969468	-1.306162	0.647470	0.852433	0.021553	1.694978	0.754593	0.710030	0.896300	1.392888	2.295591	-0.260639	1.009071	0.809813	1.324910	0.264923	1.465090	0.754677	0.384877	1.244889	1.581545	0.333929	1.200292	0.427839	1.074253	1.269444	1.466890	1.452758	0.185103	0.655001	0.541965	0.241938	-0.634219	-1.119324	-0.577418	-0.066765	1.053942	0.282372	0.446314	-0.631720	-0.236339	-1.515033	-1.672773	-1.121588	-0.936655	-1.100165	-2.738741	-0.905521	0.752253	1.014029	1.546366	1.337851	0.696099	1.632740	1.361035	1.492706	0.930622	-0.201961	-0.800460	-0.672930	-0.992409	1.062558	-0.684708	0.792265	0.437859	-0.455910	-0.618428	-0.233773	0.805511	-0.524323	0.668222	-0.256691	-1.237450	-0.786160	-1.495759	-1.436876	0.210527	0.148017	0.278725	-0.019576	0.020501
CAC1161	-1.164373	-1.182700	-1.233960	-1.449809	-1.419604	-1.092048	-1.619886	-1.591698	-0.415387	-0.425701	-0.327103	-0.775500	-1.228991	-1.195759	-1.115860	-1.206096	-0.832005	-1.089155	-0.942079	-1.319994	-1.056533	-1.271149	1.885277	2.433621	0.253776	0.955528	0.896248	1.399169	0.647272	0.093096	1.096490	0.218563	1.659216	1.525951	0.763310	0.140675	0.106500	0.330761	-0.090738	0.803515	1.138562	1.024632	0.475652	0.759293	0.390703	0.577831	0.000000	-0.280004	-0.309440	-0.910876	-1.735205	-0.893289	-1.185649	-0.686162	-1.459519	-0.742814	-0.957197	-0.638123	-0.122340	-0.415371	-0.966301	-0.622020	0.066804	1.566885	1.644321	0.040242	-0.436924	0.052286	-0.077302	0.932299	1.333088	2.962195	0.801692	2.152917	2.466987	1.467233	1.785931	2.140299	-0.957805	-0.724217	-0.824496	-0.335750	-0.259910	-0.310508	-0.428065	-0.922948	-0.660980	0.044960	0.001717	0.285109	0.369933	-0.040521	0.654718	-0.406626	0.237919	0.287379	0.480275	0.467388	-0.025802	-0.326360	-0.147670	0.376135	0.090792	0.012807	0.145735	0.321977	0.309870	0.241256	0.182634	-0.058161	0.436676
CAC1162	-1.498491	-1.190361	-1.019487	-1.198629	-1.264534	-1.074743	-1.877090	-1.761201	0.191793	0.744698	-0.138325	-0.809874	-0.559842	-0.357113	-0.231970	-0.223310	-0.820580	-0.722157	-0.659892	-0.370241	-0.661818	-0.514622	1.785796	0.057701	-0.109812	1.090813	1.014998	0.002653	-1.610138	-1.303842	2.035597	2.285422	0.111607	1.253621	-0.467940	0.102107	0.165260	-0.273662	-0.716420	0.383966	2.124458	-0.521218	0.633506	0.000000	0.154626	0.773544	0.954016	0.170559	0.727181	-0.605290	-0.011986	0.238331	0.672819	-0.185550	0.455298	-2.038563	-0.802930	-0.929838	-0.963262	-1.368352	0.560216	0.467241	-0.012893	3.338810	-0.525631	0.375202	0.985702	1.299770	1.920594	1.190509	-0.092309	0.265671	2.214415	-0.395587	-0.137178	0.623268	2.791897	0.599752	-0.540426	-1.232928	-1.562796	-0.530894	-0.530181	-0.875860	-0.185618	-0.805458	-0.134154	0.319500	0.140455	0.496640	0.865585	0.411269	1.098365	0.316548	0.681011	0.775541	1.021743	0.773972	0.572104	0.598420	-0.012745	1.170620	0.334043	0.559377	1.179814	1.595264	-0.300836	-0.423835	-0.646805	-0.191595	-0.400788
CAC1163	-1.658613	-1.069508	-1.430257	-1.491037	-1.478375	-1.733893	-1.889882	-2.383818	-0.278460	0.900556	-0.185458	-1.277263	0.238906	0.226337	0.291380	0.292582	0.100857	-0.056007	0.071789	0.165218	0.164806	-0.018402	0.745707	nan	0.127270	2.030620	1.509595	nan	1.242852	-0.252734	1.711510	3.406918	2.324128	3.112490	0.385616	1.352955	0.684218	-0.608963	0.042814	-0.150055	2.390552	0.571153	1.273967	0.623429	0.726590	0.631741	1.095676	0.585517	0.654642	-0.681389	-0.210332	-0.399314	nan	-1.052081	-0.194813	nan	-1.612666	-1.128202	-1.436488	-0.239108	nan	0.263122	-1.098726	1.267783	-0.225896	nan	-0.094838	0.309018	-1.906408	nan	-0.529427	nan	nan	nan	-0.188687	nan	nan	0.191341	-0.320567	-0.431550	-0.649033	-0.179618	0.036870	-0.017899	0.095358	-0.523302	-0.716650	0.370041	0.500870	0.795758	0.000000	-0.447364	0.288334	-0.499038	-0.219512	-0.418059	0.178929	0.260058	-0.232569	0.170990	0.165733	0.913768	-0.413761	-0.136976	-0.677017	-0.762238	-0.128932	0.041637	0.111300	-0.050260	0.261165
CAC1164	-0.901602	-0.928397	-1.262349	-1.300238	-1.364787	-1.590061	-1.999410	-1.825280	0.229469	0.581701	0.022634	-0.354738	-0.038748	-0.049312	0.063023	0.112605	0.124903	-0.229516	-0.307977	0.000000	0.039741	-0.192806	-0.633759	-0.086491	-0.126013	-1.001753	-0.429430	-0.408893	-0.876542	-0.203762	-0.187834	-0.431791	0.282564	0.687631	-1.132857	-0.685466	-1.044311	-1.340377	-1.422875	-0.074059	0.684200	-1.238660	-0.104443	-0.543555	-0.526218	-0.390850	-0.153702	-0.329282	-0.409883	0.240436	-0.274116	0.415983	0.220919	-0.354793	-0.181334	-0.037316	-0.277326	0.322130	0.231046	0.630515	0.463249	0.905546	2.004647	1.932790	0.979139	1.175465	1.975739	1.104390	1.470769	2.043389	2.253648	1.866473	3.283458	2.044687	2.022247	1.064113	3.862506	2.269600	-0.293924	-0.252818	-0.428617	0.088339	0.058539	0.240195	-0.128280	-1.175268	-1.120487	0.390082	0.430692	0.501846	0.521573	0.161274	0.721414	-0.279234	0.018993	-0.164876	0.389361	0.498944	0.341434	0.421997	0.200717	0.340542	-0.158317	0.172817	-1.046476	-1.113049	-0.037337	0.020417	0.177819	0.123300	0.109694
CAC1165	-1.211317	-1.481505	-0.947822	-1.630674	-1.632187	-1.659802	-2.069093	-1.454052	0.389714	-0.076457	0.017247	-0.471809	0.157345	0.203630	0.102982	0.089871	-0.019658	0.128714	-0.064142	0.000000	-0.185106	0.339676	0.564432	-0.373290	0.341809	-0.207950	-0.393835	0.216729	-0.038430	0.055430	0.849491	-0.527968	2.713259	1.245734	-0.822427	-0.189873	-0.562863	-0.265809	-0.820046	0.668754	0.221462	0.161418	0.157641	0.347297	-0.460997	0.735222	0.111627	0.533790	0.283530	-0.114822	-0.786640	-0.012132	-0.867360	-0.007096	-1.138322	-0.608710	-1.107424	0.059556	-0.219324	-0.435747	-0.985047	-0.961064	0.250817	2.442028	1.631973	0.043050	-0.273935	-0.827269	-1.374912	0.351249	0.316505	2.684512	0.793613	2.951152	2.601724	2.459276	3.556815	3.157455	-0.215082	-0.381230	-0.734696	0.054464	0.064437	0.150151	-0.081420	-1.087970	-0.907788	0.208496	0.037491	0.369449	0.409304	0.488069	0.580579	-0.438556	0.087171	0.184237	-0.042739	0.449465	0.436562	-0.022391	0.154151	0.642059	-0.141417	0.133191	-0.747489	-0.846297	-0.222849	-0.184482	-0.255415	0.235361	-0.040285
CAC1166	-2.284193	-2.718082	-1.948873	-2.360761	-1.852811	-2.502080	-3.125416	-3.266213	0.222633	0.177788	-0.223855	-1.769560	0.183520	0.322813	0.194352	0.284365	0.554744	0.508300	0.248101	0.443543	0.558657	0.428666	-0.870556	0.014090	-0.134834	0.113798	1.257541	0.368415	0.298662	-0.031830	0.750658	-0.111905	2.345821	2.976818	-0.638320	0.280544	-0.076324	-0.491170	0.999837	1.148872	1.703655	0.292547	0.379736	0.533178	0.029445	1.738229	1.599288	-0.269856	0.040768	0.000000	0.218308	0.142706	-0.201184	0.159371	-0.162780	-1.660459	-1.867478	-0.442958	-0.082041	-0.802756	0.055913	-0.948617	-0.730724	0.435429	1.054528	-0.639560	1.144502	-0.214634	-0.434857	-0.984406	-0.082021	0.158236	0.475385	-1.138354	-0.577212	0.613629	0.434923	-0.652737	-0.170426	-0.679898	-0.554958	0.456847	-0.524889	-0.126419	0.415035	-0.812464	-0.510176	0.184100	-0.099386	-0.271939	0.040868	-0.024725	1.007831	0.009292	0.122427	-0.496209	-0.128067	0.522184	0.185412	-0.170292	0.961689	1.241356	-0.756386	-0.132766	-0.778087	-0.987173	-0.003130	-0.031964	0.239894	-0.253236	0.246702
CAC1167	-1.937249	-1.960069	-1.949697	-1.797000	-1.961227	-2.608387	-2.750520	-2.966474	-0.630622	0.233103	-0.790428	-1.919079	0.780969	1.010673	1.028973	0.973007	0.692016	0.789100	1.503287	1.401732	1.120726	1.136079	2.067823	nan	0.002391	1.110208	0.933163	-0.460514	0.957259	-0.070728	1.261514	0.904273	0.831907	1.392723	0.558669	1.205437	1.159066	1.099082	0.765926	0.494585	1.911286	0.471811	0.711089	0.722188	0.509549	0.492839	0.885547	0.553351	1.003096	-0.002391	0.438274	0.246553	0.654286	0.790892	0.232594	0.212090	nan	-0.612233	-0.252936	-0.435622	-0.766455	-0.594809	-0.368964	2.794778	0.709789	-0.068010	nan	0.136608	-0.678486	-0.409277	-0.100535	0.942251	-0.560013	1.703017	-0.590347	-0.856163	0.518289	-0.137996	-0.589274	-0.850573	-0.676859	0.031033	-0.150423	-0.277320	-0.289239	-0.432907	-0.521351	-0.041298	-0.035640	-0.014016	0.027550	-0.097980	0.073328	-0.527627	-0.165575	-0.022191	0.117406	0.034733	0.226641	-0.255200	-0.257054	0.222691	-0.722564	-0.453329	-0.875032	-0.941120	-0.608930	-0.551950	-0.454122	-0.489918	-0.464206
CAC1168	-2.094778	-1.974259	-2.303229	-1.752880	-2.190468	-2.400348	-2.928085	-2.865044	0.196929	-0.194360	-0.560270	-0.616360	-0.334373	-0.205860	-0.195829	-0.203915	-0.083048	-0.719105	0.332438	-0.171637	-0.068531	-0.244570	0.382176	0.029439	0.029718	1.218038	0.231631	1.408713	0.497935	0.164171	0.866957	0.889040	1.104021	1.220988	-0.227166	0.272726	0.785125	1.714585	1.269300	0.553465	1.302584	1.452598	1.342935	0.704040	0.912976	1.181350	1.838008	-0.005245	0.991798	-0.421281	0.401393	0.196125	0.000000	-0.302359	0.009775	-0.779031	-0.047472	-0.911234	0.633792	-1.109282	0.808411	-0.709465	0.028137	2.889541	2.137500	1.968481	0.601622	1.319774	1.820524	0.754036	0.350693	0.685574	0.809472	2.154081	-0.395828	1.121066	0.252327	0.006542	-0.561181	-0.282130	-0.722497	-0.084761	0.128746	-0.053126	-0.181308	-0.727822	-0.449221	-0.017891	0.078197	0.319827	0.029181	-0.361925	0.544791	-0.391782	-0.082577	-0.098303	0.007925	0.204152	0.076036	-0.328695	-0.384618	-0.048774	-0.447283	-0.141302	-0.560016	-0.504708	-0.142987	-0.014749	-0.104419	-0.320058	-0.147019
CAC1169	-1.079489	-0.887288	-0.979181	-1.005957	-1.306569	-1.148979	-1.384864	-1.377691	-0.314025	-0.181747	-0.182576	-0.503267	0.801179	0.885693	0.919257	0.882783	0.784504	0.741028	0.714546	0.775803	0.773742	0.773275	0.123756	-0.169841	-0.064013	-0.394373	-0.391180	-0.303427	0.206172	-0.153321	-0.389733	-0.226071	0.807593	0.963083	0.410969	1.778279	1.058542	1.145817	0.759547	-0.448308	0.375353	-1.477858	-0.811864	0.267475	0.063810	0.675531	1.078338	0.475256	0.588353	0.142400	0.515656	-0.491433	-0.223216	-1.013395	-1.167115	-1.190157	-0.993537	-0.958192	-2.065934	-1.302111	-1.653435	-1.253826	-2.438035	-3.199806	-2.894015	-2.244365	-1.505530	-1.607193	-1.228696	-2.367175	-2.573077	-2.113734	-2.313420	-2.015064	-1.229714	-0.684393	-0.840407	-0.928612	0.071669	0.412550	0.227938	0.234551	0.390589	0.338158	0.285826	0.615557	0.480625	0.025486	0.092084	0.156941	-0.000958	0.523060	0.407248	0.102943	0.425910	0.211510	0.000000	0.274171	0.272009	-0.190172	0.536101	0.511244	-0.221401	-0.080399	0.426217	0.711265	0.380079	0.419334	0.244348	-0.002911	0.328731
CAC1170	-1.659900	-0.956671	-1.115595	-1.196506	-1.544178	-1.704822	-2.197873	-2.332828	-0.645043	0.488377	-0.601590	-1.518061	1.241101	1.426686	1.317285	1.041371	0.739627	0.667451	1.285448	1.091956	0.741575	0.822299	0.567087	1.110838	0.379707	-0.126306	0.130683	-0.296408	0.821987	-0.036513	0.049563	0.554024	0.690774	0.805545	1.356531	2.850083	1.985050	1.748465	1.847695	-0.358568	0.647908	-1.060521	-0.502869	-0.494116	-0.309701	0.634866	0.931602	0.469982	1.044819	0.180383	0.239245	-0.945738	-0.579981	-1.434706	-1.671979	-2.775417	-1.830480	-1.850347	-2.416233	-2.528780	-0.532217	-1.675226	-1.026568	0.285478	0.268694	-0.582289	0.460576	-0.417313	-0.659912	-1.257005	-0.529056	-0.619282	1.222340	-0.613920	-0.525780	-0.055011	-0.432738	0.079378	-0.448700	-0.281892	-0.308193	0.014950	0.093857	0.067747	-0.125849	-0.405064	-0.475765	0.217453	0.158721	0.377077	0.194854	-0.070976	0.386882	-0.372781	0.000000	-0.023111	0.370750	0.214893	0.085864	-0.106350	-0.087547	0.220319	-0.001132	0.101997	-0.435317	-0.127015	0.331584	0.281239	0.298429	0.097649	0.398129
CAC1171	-0.305780	0.000000	-1.146221	-0.825236	-1.262345	-0.920330	-1.287987	-0.758658	0.292736	0.779408	0.027144	0.049019	0.150648	0.013073	0.018128	0.092465	0.203946	0.209927	0.138833	0.279219	0.451338	0.345628	1.437580	2.127665	0.514741	1.514365	1.741630	1.051083	1.843748	1.249241	1.691711	1.821799	1.969471	1.705129	0.493651	0.895658	0.167328	0.553701	0.672239	0.278948	0.919481	-0.406972	0.054730	-0.747901	-0.335480	-0.483638	-0.193474	-0.630031	-0.398839	-1.364341	-1.106942	-1.316407	-1.167373	-1.401418	-1.528505	-1.747505	-1.266826	-1.347072	-1.560104	-1.318918	-1.861074	-1.364157	-2.074473	-1.277332	0.002567	-2.242572	-1.825516	-1.945032	-1.876636	-2.079143	-2.225441	-1.281862	-1.174882	-0.632620	-0.408665	-0.389615	-0.563565	-0.561166	0.286596	0.467938	0.285159	0.586891	0.624951	0.824736	0.275908	0.870060	0.794384	-0.612356	-0.474474	-0.394114	0.032302	0.808271	-0.055364	0.436517	0.274848	-0.214271	0.081052	0.207391	0.478310	-0.253344	0.347713	0.154848	-0.471079	-0.269274	0.787136	0.747732	-0.332333	-0.315457	-0.311894	-0.339448	-0.440501
