GENE	Log_Ratio_7440_1	Log_Ratio_7440_2	Log_Ratio_7440_3	Log_Ratio_7440_4	Log_Ratio_7440_5	Log_Ratio_7440_6	Log_Ratio_7440_7	Log_Ratio_7440_8	Log_Ratio_7440_9	Log_Ratio_7440_10	Log_Ratio_7440_11	Log_Ratio_7440_12	Log_Ratio_7441_1	Log_Ratio_7441_2	Log_Ratio_7441_3	Log_Ratio_7441_4	Log_Ratio_7441_5	Log_Ratio_7916_1	Log_Ratio_7916_2	Log_Ratio_7917_1	Log_Ratio_7917_2	Log_Ratio_7917_3	Log_Ratio_7917_4	Log_Ratio_7917_5	Log_Ratio_7917_6	Log_Ratio_7918_1	Log_Ratio_7918_2	Log_Ratio_7918_3	Log_Ratio_7918_4	Log_Ratio_7918_5	Log_Ratio_7918_6	Log_Ratio_7920_1	Log_Ratio_7920_2	Log_Ratio_7920_3	Log_Ratio_7920_4	Log_Ratio_7920_5	Log_Ratio_7920_6	Log_Ratio_7921_1	Log_Ratio_7921_2	Log_Ratio_7921_3	Log_Ratio_7921_4	Log_Ratio_7921_5	Log_Ratio_7921_6	Log_Ratio_7923_1	Log_Ratio_7923_2	Log_Ratio_7923_3	Log_Ratio_7923_4	Log_Ratio_7923_5	Log_Ratio_7923_6	Log_Ratio_7924_1	Log_Ratio_7925_1	Log_Ratio_7926_1	Log_Ratio_7926_2	Log_Ratio_7926_3	Log_Ratio_7926_4	Log_Ratio_7926_5	Log_Ratio_7926_6	Log_Ratio_7927_1	Log_Ratio_7927_2	Log_Ratio_7927_3	Log_Ratio_7927_4	Log_Ratio_7927_5	Log_Ratio_7927_6
GSU0352	0.121360	-1.569098	-1.595199	0.208812	-0.120859	-0.141491	-0.008468	-0.670085	-1.200317	-0.003419	0.058670	-0.557978	-1.210406	-2.181156	-1.908746	2.064693	0.953084	0.207567	-1.120580	-0.489740	-1.466031	0.349570	-1.068397	-0.747792	0.548657	0.778830	0.843647	0.000000	0.122919	0.651680	0.606404	-1.012999	-0.919983	2.015885	0.529432	0.600910	0.478777	1.033575	0.650400	0.390377	2.094078	1.187371	1.280849	-0.728900	-1.272257	-1.180433	-1.068109	-1.068353	-1.102002	0.199131	-0.681438	1.349491	0.705234	1.090480	1.156912	1.049569	1.461502	-0.303010	-0.207744	-0.264065	-0.113786	0.073247	-0.083577
GSU0353	1.973439	-0.562304	-0.669743	-0.097345	0.201125	1.192451	-0.508478	-1.445869	-1.127232	-0.968487	-1.877884	-0.463187	-0.579109	-2.568658	-1.195307	2.107745	0.421367	0.722974	-1.448559	-0.689170	-0.077419	-1.167999	0.927348	-0.118602	-1.480401	0.659991	0.978895	-0.684357	-0.095485	1.303891	0.440959	0.938425	1.835429	1.977563	-0.057786	-1.687752	-0.929656	1.841761	1.481690	0.405540	0.591732	0.270666	0.408128	0.018653	-0.694133	0.000000	-0.628243	-0.110820	0.416161	-0.470302	0.369123	0.063630	0.028563	-1.330253	-0.577642	0.115079	-0.209348	0.881796	0.526546	0.358128	0.156725	-0.526120	0.167531
GSU0354	2.515332	0.173880	0.013721	-2.387541	-0.757797	0.027722	1.384315	0.898986	0.449562	0.040820	-0.314136	-0.959925	-0.701396	-0.621945	-0.703937	1.928832	0.550509	0.293862	-0.113038	-1.841556	-2.029342	-2.272753	-2.400207	-1.075236	-1.878029	-1.746263	-1.656052	-0.637721	-0.575520	-0.790307	-0.458823	0.000000	-0.748985	0.209375	-0.660875	-1.268201	-1.042558	0.988382	0.703533	0.745759	0.577098	0.921273	0.835414	0.104718	-0.495640	0.032216	0.056667	-0.170412	0.428477	0.548506	0.715658	-0.104803	-1.591291	0.669943	-0.246833	0.020019	0.469222	0.062770	-0.263913	0.242410	0.241206	0.030268	-0.017453
GSU0355	1.539172	0.052336	0.140854	-1.851024	0.133622	-0.363755	1.768565	1.409441	1.338690	-0.218070	-0.277501	1.089682	-0.193259	-0.700206	-0.302296	1.999595	1.180338	0.349906	0.443762	0.556173	0.972734	1.144422	1.963521	1.147514	0.493975	1.380572	1.549958	2.342418	2.150009	1.920567	1.027858	-0.744029	-0.329228	-1.397418	-2.038170	-1.118495	-1.233076	0.000000	-0.257593	-0.057265	0.402155	-0.119566	-0.228054	0.914841	0.420006	0.817060	0.722988	0.703940	0.984704	-1.061283	-0.544036	-0.573816	-0.648208	-0.346153	-0.653765	-0.366595	-0.652583	-0.448633	-0.231210	-0.725091	-0.054737	-0.402172	-0.210418
GSU0356	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.719802	1.698553	1.299162	0.986405	1.486666	1.416022	1.678218	1.761658	0.055974	-0.173734	1.034198	1.232773	-2.740751	-0.315473	-1.056973	-0.418311	-1.381218	-0.394577	1.083235	0.293047	0.813367	-0.504542	0.252457	1.186896	-2.361906	-0.332353	-0.055974	-0.525119	0.329832	-0.217517	-0.366681	-0.066688	0.095900	0.098950	-0.452473	-0.540363	0.673021	-0.171698	0.073024	-0.440758	-0.404067	-0.355667	-0.265904	0.391713
GSU0357	-0.363615	-2.664268	-2.530008	0.506744	0.606593	0.385244	0.860785	0.877993	0.592240	-1.748205	-1.772256	-3.096890	-2.933805	-1.135675	-2.140067	1.068358	1.663832	-0.882225	-0.508716	0.588966	0.410164	0.158263	0.213641	-0.373248	0.000000	0.279985	-0.314786	0.594285	0.544675	1.158609	0.410549	0.090967	-0.137818	-0.502949	0.130999	0.658691	0.078036	0.008759	-0.287373	1.236909	-0.301106	-0.458084	0.308582	-0.441645	-0.804663	-0.693023	-1.017121	-0.886401	-1.170158	-0.350034	-0.588449	0.062236	-0.033382	0.736505	-0.105473	-0.822836	0.578493	0.151829	-0.059186	0.162919	-0.271629	0.676674	0.532425
GSU0358	0.824517	-1.053761	-1.191158	0.251023	0.387781	0.221864	2.596529	2.542548	2.090611	-0.568008	-0.346828	-1.736574	-0.843072	-0.564341	-0.590613	2.059889	1.612531	-0.229232	0.898990	-0.091686	0.242188	-2.278935	-1.659719	0.026116	-0.078508	-1.422572	-0.324011	-2.239730	-1.698881	-2.184918	-1.480633	-0.496757	-0.673326	-0.645524	0.004134	-0.430620	-0.054319	0.075285	0.282622	0.245082	0.393793	-0.095428	-0.204631	-0.210110	-0.249676	0.429278	-0.187894	0.485262	0.444504	-0.207973	0.002251	0.309893	0.809638	0.000000	0.074617	0.660728	0.027342	0.025441	0.136621	-0.028451	0.089786	0.349839	0.175804
GSU0359	0.227215	-0.139280	-0.173006	-0.064574	-0.167389	-0.247670	2.006610	1.757185	2.245895	-1.359763	-1.113584	-1.072240	0.534526	0.029373	1.061612	-0.512076	-0.322020	-0.153274	0.469840	0.806030	1.296577	2.189650	2.229832	-0.372379	-0.702477	0.349520	-0.101800	1.887439	1.609386	0.822258	0.621726	0.127398	0.005638	0.598250	-0.472768	0.332663	0.416248	0.144503	-0.165133	0.023862	0.000000	-0.347602	0.329669	-1.925383	-1.873903	-1.985808	-1.769234	-1.952511	-1.933462	-0.010660	0.213569	0.234623	0.393542	-0.017422	-0.018970	-0.079815	0.001792	-0.020659	0.050438	0.101384	-0.198857	-0.386500	-0.126760
GSU0360	-0.227968	-0.736788	-0.660514	0.703519	0.184550	0.130021	-0.019396	-0.073309	-0.188492	-1.042282	-1.220573	-1.895724	0.322159	0.000000	0.160213	-1.641173	-0.944100	0.597044	-1.438203	0.296914	0.073898	0.603939	-0.411436	0.155054	0.388279	-0.050507	0.337666	-0.448905	-0.475583	-0.894927	-0.844442	-0.757935	-0.789249	0.650252	1.009601	1.151230	1.435352	-1.943800	-1.956981	0.860222	0.825818	-2.706862	-2.763076	-1.229175	-1.733218	-1.568771	-1.501149	-1.458225	-1.233764	0.429179	-0.984440	0.167747	0.292189	0.924520	1.227180	1.103630	0.629053	0.632627	0.292305	0.629251	0.315168	0.565476	0.280830
GSU0361	-2.527780	0.074682	0.179726	0.482907	1.136386	1.084524	-2.343091	-2.858004	-1.576169	2.222297	1.210716	1.163755	0.916535	0.048267	-0.414075	-0.218838	-1.061078	-1.080593	0.788918	-0.491891	-0.554406	0.941723	-0.250110	0.812833	0.488360	-1.009247	-1.248182	-0.186978	-0.287313	0.568842	0.000000	0.188695	-0.469945	-0.165295	0.480377	-0.553871	-0.915941	0.256233	-0.019142	0.268640	-0.568727	-0.608350	1.230568	1.092339	0.636199	-0.090600	0.564853	-0.817589	-0.813802	0.481288	-0.955153	-1.311809	-1.824999	0.192946	-0.784258	-0.485533	-0.282328	0.519286	0.936468	0.433877	1.169294	0.285629	1.630878
GSU0362	-2.363056	-1.120008	-1.147013	0.844757	1.491117	1.373543	-0.195098	-0.810326	-0.884015	1.710260	1.662057	1.868491	0.405827	-0.561138	0.691749	0.620574	-0.144219	0.395584	0.009534	0.062926	0.509072	0.168795	0.059154	0.908175	0.956023	-1.645079	-1.368661	-0.664363	-0.926684	-2.062609	-1.298043	-0.343317	-0.264659	0.219813	0.149996	-0.418121	0.132574	0.106568	0.351536	-0.097920	0.397251	-0.041002	0.255240	-1.835188	-2.569910	-0.962833	-2.340747	-2.184319	-1.405377	-0.360296	0.478796	-0.039453	0.587381	-0.203911	0.000000	0.563412	0.001608	-0.161785	0.056121	0.097864	0.063781	-0.113818	-0.189503
GSU0363	-0.166301	0.008564	0.009243	-0.156984	-0.371147	-0.394247	1.442381	1.690117	1.526301	-0.759496	-0.385946	-0.309461	1.807553	1.456892	0.000000	-1.407572	-0.968113	0.395988	-0.040483	1.912110	1.921825	1.775150	1.731099	2.766884	2.244521	1.298687	1.142252	0.808307	0.460083	1.935182	1.707865	-1.583760	-1.437653	-0.640518	0.020275	-0.550000	-0.995446	-0.592675	-0.094832	-0.218210	-0.063753	-0.735486	-1.454093	-0.411266	-0.285835	-0.558139	0.079365	0.021450	0.238297	-0.893281	-0.234771	0.078275	0.069402	-0.169664	-0.066063	-0.165951	0.102481	0.226512	0.184597	0.240690	0.395322	-0.120831	-0.090655
GSU0364	-0.196612	-0.136209	-0.047004	0.216147	0.183523	0.223873	2.543001	2.646804	2.364811	-1.999797	-1.798750	-2.178119	1.452792	0.854075	-0.678803	-0.374498	-0.494535	0.373487	-0.069873	0.060775	0.208445	0.515937	0.189993	-0.363298	-0.343272	0.000000	-0.263796	-0.270440	-0.141439	-0.600890	-0.343715	-0.711271	-0.714685	-0.722737	-0.518769	-0.641393	-0.554622	0.062822	-0.189452	0.269924	0.095341	0.559481	0.178303	-0.251697	-0.574187	-0.719676	-0.411253	-0.656711	-0.485591	1.573399	-0.140121	0.499526	0.521886	0.302781	0.343855	0.721673	0.716587	2.142244	1.686690	1.648553	1.692240	1.666508	1.633669
GSU0365	-0.210150	1.115204	1.052686	0.356994	0.589838	0.462814	-2.323784	-2.355810	-1.772777	0.599274	0.491096	0.959668	-0.468157	0.279623	0.222017	-0.445903	-0.018805	-0.652914	0.480423	-1.990260	-2.699035	-0.318636	-1.734959	-1.871673	-1.525691	-2.082358	-1.708214	-2.462788	-1.524188	-2.549928	-2.342639	0.139574	0.221256	0.033544	0.152325	0.433386	0.110194	0.242881	0.197928	0.229553	0.238611	0.288138	0.398742	-0.000012	-0.110807	-0.252550	-0.513969	-0.364345	-0.266264	-0.120056	0.164507	0.311332	0.316281	0.407152	0.358558	0.174651	0.019797	0.030473	0.000000	-0.065020	-0.114048	-0.029837	-0.058806
GSU0366	-0.019495	-1.296763	-1.193233	-2.282231	-2.342687	-2.108175	2.154996	2.531879	2.330033	0.330653	0.583970	0.771662	1.635042	0.903902	1.315588	-1.963361	-2.115914	-0.035020	-0.054877	0.343747	1.047649	-0.367685	0.409063	0.444800	0.376774	0.794036	0.557214	1.191761	1.001430	1.504074	0.414912	-0.170337	-0.040863	-1.014398	-0.347256	-0.402537	-0.240409	-0.281852	-0.168087	-0.199308	-0.312300	-0.010789	-0.092092	-0.253115	-0.104686	0.554803	0.000000	0.183602	0.457021	0.112545	0.553776	-0.501310	-0.540468	-0.869936	-0.561805	-0.275750	-0.814690	0.023439	0.158836	0.116051	0.063391	0.211091	0.232778
GSU0367	0.775105	-0.144944	-0.075168	-1.128320	-1.589959	-1.276418	2.955736	3.204030	3.312201	0.095349	0.000000	0.243658	1.605483	2.375333	1.578657	-1.402740	-1.502041	1.004645	0.057233	0.498343	0.491637	0.249681	0.236629	1.275034	1.047947	0.275038	0.370497	0.571179	1.012833	1.091133	1.287721	-0.657441	-0.642939	-0.869331	-0.201370	-0.466102	-0.234764	-0.082237	-0.158649	-0.312554	-0.299363	-0.124647	-0.127526	0.575475	0.414529	0.613486	0.650752	0.029870	0.605188	-0.298143	-0.157680	-0.324135	-0.584957	-0.223770	-0.699833	-0.083545	-0.356920	-0.368574	0.036251	-0.046597	-0.216340	0.074312	-0.071674
GSU0368	-0.410218	1.228085	1.519151	1.457536	1.290540	1.248879	-2.692328	-2.753151	-2.505666	1.501964	1.992619	1.709774	0.753267	-0.396809	0.394547	0.188479	0.555179	-0.147594	0.745458	-1.510203	-1.347888	-0.883952	-1.222287	-0.149477	-0.228824	-0.165770	-0.392187	-1.680677	-1.503099	-0.470373	-0.125496	-0.094141	-0.044304	0.140024	0.296135	0.178554	0.240366	-0.072102	0.073332	-0.164011	-0.251276	-0.116359	-0.188689	1.093099	1.006709	1.218944	1.203775	1.423924	0.843306	-0.485429	0.241149	0.087729	0.366623	-0.008382	-0.047384	0.169663	0.029972	0.032324	-0.193026	0.058436	-0.123521	-0.129209	0.000000
GSU0369	0.517920	0.751569	0.748724	1.218400	1.219022	1.060589	-0.301122	-0.185626	-0.292058	0.327185	0.296822	0.363930	0.437309	0.755825	0.475361	0.322395	0.394674	0.033865	0.920361	1.164569	1.298068	1.375401	1.296156	1.999224	1.596809	0.707637	0.539483	0.629401	0.536639	1.528195	1.478512	-1.544925	-1.773553	-2.136982	0.753668	-1.845306	-0.626352	-0.595949	-1.744834	-0.790618	-1.525605	-1.750798	-2.366618	-0.258912	0.000000	-0.611564	-0.108108	-0.858056	-1.095535	-0.825357	0.112913	-0.325138	-0.375438	-0.401453	-0.491886	0.176253	-0.374228	-1.023337	-0.215905	-0.335915	-0.267439	-0.132303	-0.197254
GSU0370	0.938790	0.707058	0.776482	1.214880	1.051135	0.995050	-0.591057	-0.024962	0.203086	-0.353538	0.084795	-0.065130	0.000078	1.272491	0.922756	-0.381354	0.242938	0.247360	0.575404	-1.827001	-1.646254	-1.808633	-1.721090	-1.158792	-1.466557	-2.818730	-2.406558	-2.186449	-2.050668	-2.094517	-0.832428	-0.133221	0.022263	-0.778025	-0.204099	0.077519	0.136611	0.117066	0.160391	0.271281	0.314193	-0.004539	0.023922	0.261174	-0.068266	1.523759	0.767441	1.488509	1.935819	-0.038792	0.357379	0.077279	0.441413	-0.063015	-0.236871	-0.022843	-0.094864	0.137874	0.000000	-0.073997	-0.203282	-0.087053	-0.042553
